,school_name,specialization,normalized_school,predicted_school,normalized_major,predicted_major
7625,THPT Hàn Thuyên,Trung học,thpt hàn thuyên,"(1.0, 'trung học phổ thông')",trung học,"(0.5, 'trung quốc học')"
7626,Cao đẳng Kinh tế Đối ngoại TPHCM,Tài chính Ngân hàng,cao đẳng kinh tế đối ngoại tphcm,"(0.782608695652174, 'cao đẳng kinh tế đối ngoại')",tài chính ngân hàng,"(1.0, 'tài chính ngân hàng')"
7627,Trường Đại học Tài chính Marketing,Tài chính doanh nghiệp,đại học tài chính marketing,"(1.0, 'đại học tài chính marketing')",tài chính doanh nghiệp,"(1.0, 'tài chính doanh nghiệp')"
7628,Trường Cao Đẳng Công Nghệ Thông Tin TPHCM,Kế Toán,cao đẳng công nghệ thông tin tphcm,"(1.0, 'cao đẳng công nghệ thông tin tp hcm')",kế toán,"(1.0, 'kế toán')"
7629,Đại Học Công Nghệ Thành Phố Hồ Chí Minh,Công nghệ thông tin,đại học công nghệ tp hcm,"(1.0, 'đại học công nghệ tp hcm')",công nghệ thông tin,"(1.0, 'công nghệ thông tin')"
7630,THPT DOAN KET,sinh hoc,thpt doan ket,"(1.0, 'trung học phổ thông')",sinh hoc,"(0.5, 'sinh học')"
7631,cao đẳng cơ khí luyện kim ,công nghệ thông tin,cao đẳng cơ khí luyện kim,"(1.0, 'cao đẳng cơ khí luyện kim')",công nghệ thông tin,"(1.0, 'công nghệ thông tin')"
7632,Cao Đẳng Truyền Hình,báo chí truyền hình,cao đẳng truyền hình,"(0.6818181818181818, 'cao đẳng truyền hình việt nam')",báo chí truyền hình,"(0.35714285714285715, 'báo chí')"
7633,Cao Đẳng Nghề AG,kế toán doanh nghiệp,cao đẳng nghề ag,"(0.7142857142857143, 'cao đẳng nghề an giang')",kế toán doanh nghiệp,"(1.0, 'kế toán doanh nghiệp')"
7634,Hutech,Quản trị kinh doanh,hutech,"(1.0, 'đại học công nghệ tp hcm')",qua n tri kinh doanh,"(0.5882352941176471, 'quản trị kinh doanh')"
7635,Công nghiệp 1 Hà Nội,Kế Toán,công nghiệp 1 hà nội,"(0.5714285714285714, 'đại học công nghiệp hà nội')",kế toán,"(1.0, 'kế toán')"
7636,đại học xây dựng hà nội,xây dựng dân dụng,đại học xây dựng hà nội,"(1.0, 'đại học xây dựng hà nội')",xây dựng dân dụng,"(0.5454545454545454, 'xây dựng dân dụng và công nghiệp')"
7637,THPT NINH CHÂU,quản lý,thpt ninh châu,"(1.0, 'trung học phổ thông')",quản lý,"(0.5555555555555556, 'quản lý công')"
7638,truong trung hoc co so minh dai,khong co,truong trung hoc co so minh dai,"(0.23076923076923078, 'trung học cơ sở')",khong co,"(0.21428571428571427, 'kinh tế gia đình')"
7639,đại học công nghệ tp.hcm,công nghệ sinh học,đại học công nghệ tp.hcm,"(1.0, 'đại học công nghệ tp hcm')",công nghệ sinh học,"(1.0, 'công nghệ sinh học')"
7640,ĐH MỞ TPHCM,Kinh doanh quốc tế,đại học mở tphcm,"(1.0, 'đại học mở tp hcm')",kinh doanh quốc tế,"(1.0, 'kinh doanh quốc tế')"
7641,CĐ thương mại và du lịch hà nội,quản trị nhà hành,cđ thương mại và du lịch hà nội,"(0.7241379310344828, 'cao đẳng thương mại và du lịch hà nội')",quản trị nhà hành,"(0.5, 'quản trị nhân lực')"
7642,Đại Học Kinh Tế ,Quản Trị Kinh Doanh,đại học kinh tế,"(0.7333333333333333, 'đại học kinh tế đại học huế')",quản trị kinh doanh,"(1.0, 'quản trị kinh doanh')"
7643,cao đẳng công nghệ quy nhơn,điện công nghiệp,cao đẳng công nghệ quy nhơn,"(0.6666666666666666, 'cao đẳng kỹ thuật công nghệ quy nhơn')",điện công nghiệp,"(1.0, 'điện công nghiệp')"
7644,Đại học công nghiệp thực phẩm TPHCM,đảm bảo chất lượng và an toàn thực phẩm,đại học công nghiệp thực phẩm tphcm,"(1.0, 'đại học công nghiệp thực phẩm tp hcm')",đảm bảo chất lượng và an toàn thực phẩm,"(1.0, 'đảm bảo chất lượng và an toàn thực phẩm')"
7645,"THPT Lê Thánh Tôn, Q7",Tốt nghiệp lớp 12,"thpt lê thánh tôn, q7","(1.0, 'trung học phổ thông')",tốt nghiệp lớp 12,"(0.3125, 'nông nghiệp')"
7646,ptdt nội trú,nghề,ptdt nội trú,"(0.17391304347826086, 'đại học kiến trúc hà nội')",nghề,"(0.2857142857142857, 'nông học')"
7647,Trường Tôn Đức Thắng,Quản trị kinh doanh,tôn đức thắng,"(0.6666666666666666, 'đại học tôn đức thắng')",quản trị kinh doanh,"(1.0, 'quản trị kinh doanh')"
7648,Truong cao dang nghề số 3 BQP Nam dinh,lai xe b2,truong cao dang nghề số 3 bqp nam dinh,"(0.2647058823529412, 'cao đẳng nghề lam kinh')",lai xe b2,"(0.25, 'lái xe')"
7649,đại học Văn hiến,Quản trị kinh doanh,đại học văn hiến,"(1.0, 'đại học văn hiến')",quản trị kinh doanh,"(1.0, 'quản trị kinh doanh')"
7650,dh ton duc thang,tai chinh ke toan,đại học ton duc thang,"(0.47368421052631576, 'đại học thăng long')",tai chinh ke toan,"(0.25, 'tài chính doanh nghiệp')"
7651,chua bang cap,chua co chuen nganh,chua bang cap,"(0.3076923076923077, 'trung cấp')",chua co chuen nganh,"(0.24, 'chính trị công an nhân dân')"
7652,chua bang cap,chua co chuyen nganh,chua bang cap,"(0.3076923076923077, 'trung cấp')",chua co chuyen nganh,"(0.23076923076923078, 'chính trị công an nhân dân')"
7653,Tôn Đức Thắng,Kế Toán,tôn đức thắng,"(0.6666666666666666, 'đại học tôn đức thắng')",kế toán,"(1.0, 'kế toán')"
7654,trường giao thông vận tải,lái xe vận tải bằng lái a1 . b2,giao thông vận tải,"(0.7, 'đại học giao thông vận tải')",lái xe vận tải bằng lái a1 b2,"(0.21052631578947367, 'lái xe')"
7655,Học viện kế toán Việt Nam,Kế toán tổng hợp,học viện kế toán việt nam,"(0.47619047619047616, 'học viện múa việt nam')",kế toán tổng hợp,"(0.4166666666666667, 'kế toán')"
7656,Trường cao đẳng y tế hà đông,điều dưỡng đa khoa,cao đẳng y tế hà đông,"(1.0, 'cao đẳng y tế hà đông')",điều dưỡng đa khoa,"(0.5714285714285714, 'điều dưỡng')"
7657,đại học Sài Gòn,sự phạm lịch sử,đại học sài gòn,"(1.0, 'đại học sài gòn')",sự phạm lịch sử,"(0.6923076923076923, 'sư phạm lịch sử')"
7658,Kim bang A,trung hoc,kim bang a,"(0.3333333333333333, 'học viện ngân hàng')",trung hoc,"(0.4, 'trung tâm')"
7659,Đại Học Thuỷ Lợi,Kế Toán,đại học thủy lợi,"(1.0, 'đại học thủy lợi')",kế toán,"(1.0, 'kế toán')"
7660,Đại học sư phạm kỹ thuật TpHCM,Công nghệ may,đại học sư phạm kỹ thuật tphcm,"(1.0, 'đại học sư phạm kỹ thuật tp hcm')",công nghệ may,"(1.0, 'công nghệ may')"
7661,Đại học Đồng Nai,Ngôn ngữ anh,đại học đồng nai,"(1.0, 'đại học đồng nai')",ngôn ngữ anh,"(1.0, 'ngôn ngữ anh')"
7662,Trường Đại Học Tây Đô,Dược Sĩ,đại học tây đô,"(1.0, 'đại học tây đô')",dược sĩ,"(0.375, 'dược học')"
7663,Đại học tài nguyên và môi trường Hà Nội,Công nghệ môi trương,đại học tài nguyên và môi  hà nội,"(1.0, 'đại học tài nguyên và môi hà nội')",công nghệ môi trương,"(0.4583333333333333, 'công nghệ kỹ thuật môi trường')"
7664,đại học công nghệ sài gòn,công nghệ thực phẩm,đại học công nghệ sài gòn,"(1.0, 'đại học công nghệ sài gòn')",công nghệ thực phẩm,"(1.0, 'công nghệ thực phẩm')"
7665,trường  đại  học thể  dục  thể  thao tphcm,giáo dục thể  chất,đại học thể dục thể thao tp hcm,"(1.0, 'đại học thể dục thể thao tp hcm')",giáo dục thể chất,"(1.0, 'giáo dục thể chất')"
7666,La Trobe,General Management,la trobe,"(0.5, 'đại học la trobe')",general management,"(0.6470588235294118, 'quản lý năng lượng')"
7667,công nghệ giao thông vận tải,xây dựng công trình giao thông,công nghệ giao thông vận tải,"(0.76, 'đại học công nghệ giao thông vận tải')",xây dựng công trình giao thông,"(0.7777777777777778, 'kỹ thuật xây dựng công trình giao thông')"
7668,Đại học kinh tế thành phố hồ chí minh việt nam,tài chính kế toán,đại học kinh tế tp hcm việt nam,"(0.6956521739130435, 'đại học kinh tế tp hcm')",tài chính kế toán,"(0.8571428571428571, 'kế toán tài chính')"
7669,đại học đồng tháp,sư phạm toán,đại học đồng tháp,"(1.0, 'đại học đồng tháp')",sư phạm toán,"(0.75, 'sư phạm toán học')"
7670,thpt nguyen tri,bang cap 3,thpt nguyen tri,"(1.0, 'trung học phổ thông')",bang cap 3,"(0.2, 'tài chính ngân hàng')"
7671,thpt nguyen trai,bang cap3,thpt nguyen trai,"(1.0, 'trung học phổ thông')",bang cap3,"(0.2, 'tài chính ngân hàng')"
7672,cao đẳng văn hoá nghệ thuật và du lịch sài gòn,biên phiên dịch,cao đẳng văn hoá nghệ thuật và du lịch sài gòn,"(0.8378378378378378, 'cao đẳng văn hóa nghệ thuật và du lịch sài gòn')",biên phiên dịch,"(0.4444444444444444, 'phiên dịch tiếng anh')"
7673,Trường Đại Học kinh tế kĩ thuật công nghiệp,kế toán,đại học kinh tế kĩ thuật công nghiệp,"(0.8620689655172413, 'đại học kinh tế kỹ thuật công nghiệp')",kế toán,"(1.0, 'kế toán')"
7674,Trường ĐH TNMT Tp HCM,Quy hoạch đất đai,đại học tnmt tp hcm,"(0.5625, 'đại học mở tp hcm')",quy hoạch đất đai,"(0.3333333333333333, 'quản lý đất đai')"
7675,Đại học Kinh Tế,Thư ký kế toán_Trợ lý giám đốc,đại học kinh tế,"(0.7333333333333333, 'đại học kinh tế đại học huế')",thư ký kế toán trợ lý giám đốc,"(0.22727272727272727, 'kế toán')"
7676,RMIT,Electronic,rmit,"(1.0, 'đại học rmit')",electronic,"(0.35294117647058826, 'điện công nghiệp')"
7677,Đh Khoa Học xã hội và Nhân văn,Quản lý hành chính công,đại học khoa học xã hội và nhân văn,"(0.9230769230769231, 'đại học khoa học xã hội và nhân văn hà nội')",quản lý hành chính công,"(0.47058823529411764, 'quản lý công')"
7678,Vinalink,Marketing online,vinalink,"(0.15384615384615385, 'đại học đại nam')",marketing online,"(0.6153846153846154, 'marketing')"
7679,ĐH TÀI CHÍNH - MARKETING,Quản Trị Dự Án,đại học tài chính - marketing,"(0.72, 'đại học tài chính marketing')",qua n tri dư a n,"(0.2631578947368421, 'kiến trúc cảnh quan')"
7680,ĐH Nam Cần Thơ,Nghanh PR- Quan hệ công chúng,đại học nam cần thơ,"(1.0, 'đại học nam cần thơ')",nghanh pr quan hệ công chúng,"(0.7222222222222222, 'quan hệ công chúng')"
7681,đại học Kinh doanh công Nghệ Hà Nội,Quản trị kinh doanh,đại học kinh doanh công nghệ hà nội,"(0.8571428571428571, 'đại học kinh doanh và công nghệ hà nội')",quản trị kinh doanh,"(1.0, 'quản trị kinh doanh')"
7682,Đại học Cửu Long,Công Nghệ Thông Tin,đại học cửu long,"(1.0, 'đại học cửu long')",công nghệ thông tin,"(1.0, 'công nghệ thông tin')"
7683,Đại Học Nguyễn Tất Thành,điều dưỡng đa Khoa,đại học nguyễn tất thành,"(1.0, 'đại học nguyễn tất thành')",điều dưỡng đa khoa,"(0.5714285714285714, 'điều dưỡng')"
7684,Đại học Mở TpHCm,marketing,đại học mở tphcm,"(1.0, 'đại học mở tp hcm')",marketing,"(1.0, 'marketing')"
7685,Trung Tân Tin Học ĐH Khoa Học Tự Nhiên,CNTT,trung tân tin học đại học khoa học tự nhiên,"(0.5625, 'đại học khoa học tự nhiên tp hcm')",công nghệ thông tin,"(1.0, 'công nghệ thông tin')"
7686,Đại Học Kiến Trúc TpHCM,Đồ họa thiết kế nội - ngoại thất,đại học kiến trúc tphcm,"(1.0, 'đại học kiến trúc tp hcm')",đồ họa thiết kế nội ngoại thất,"(0.5454545454545454, 'thiết kế nội thất')"
7687,Học viện Hàng Không Việt Nam,Quản trị kinh doanh,học viện hàng không việt nam,"(1.0, 'học viện hàng không việt nam')",quản trị kinh doanh,"(1.0, 'quản trị kinh doanh')"
7688,Đại học Nguyễn Tất Thành,Ngôn ngữ anh,đại học nguyễn tất thành,"(1.0, 'đại học nguyễn tất thành')",ngôn ngữ anh,"(1.0, 'ngôn ngữ anh')"
7689,thcs,10/12,thcs,"(1.0, 'trung học cơ sở')",10 12,"(0.0, 'lý luận lịch sử và phê bình mỹ thuật')"
7690,Đại Học Đồng Nai,Ngoại Ngữ Anh,đại học đồng nai,"(1.0, 'đại học đồng nai')",ngoại ngữ anh,"(0.4166666666666667, 'ngôn ngữ anh')"
7691,Cao đẳng Nghề Đồng Nai,Lập Trình Máy Tính,cao đẳng nghề đồng nai,"(0.6666666666666666, 'cao đẳng nghề đồng tháp')",lập trình máy tính,"(0.30434782608695654, 'quản trị mạng máy tính')"
7692,cơ điện đồng nai,điện công nghiệp,cơ điện đồng nai,"(0.3333333333333333, 'đại học đồng nai')",điện công nghiệp,"(1.0, 'điện công nghiệp')"
7693,Trường Trung Cấp Y Khoa Hà Nội,Điều dưỡng đa khoa,trung cấp y khoa hà nội,"(0.4117647058823529, 'trung cấp')",điều dưỡng đa khoa,"(0.5714285714285714, 'điều dưỡng')"
7694,Đại học Lao Động Xã Hội,Kế toán,đại học lao động xã hội,"(1.0, 'đại học lao động xã hội')",kế toán,"(1.0, 'kế toán')"
7695,ĐH KINH TẾ - TÀI CHÍNH TPHCM,Quản Trị Kinh Doanh,đại học kinh tế - tài chính tphcm,"(1.0, 'đại học kinh tế tài chính tp hcm')",quản trị kinh doanh,"(1.0, 'quản trị kinh doanh')"
7696,Đại học Tôn Đức Thắng,Ngôn Ngữ Anh,đại học tôn đức thắng,"(1.0, 'đại học tôn đức thắng')",ngôn ngữ anh,"(1.0, 'ngôn ngữ anh')"
7697,Cao đẳng phú lâm,Cơ Điện Tử,cao đẳng phú lâm,"(0.4444444444444444, 'cao đẳng vĩnh phúc')",cơ điện tử,"(0.5, 'kỹ thuật cơ điện tử')"
7698,Đại học Hoa Sen,Ngành Ngoại thương,đại học hoa sen,"(1.0, 'đại học hoa sen')",ngành ngoại thương,"(0.3333333333333333, 'tiếng anh thương mại')"
7699,đại học cảnh sát nhân dân,quản lý hành chính về trật tự xã hội,đại học cảnh sát nhân dân,"(1.0, 'đại học cảnh sát nhân dân')",quản lý hành chính về trật tự xã hội,"(0.4166666666666667, 'quản lý nhà nước về trật tự an ninh')"
7700,cao đẳng Tài Chính - Quản Trị Kinh Doanh,Tài Chính - Ngân Hàng,cao đẳng tài chính - quản trị kinh doanh,"(0.6176470588235294, 'đại học tài chính quản trị kinh doanh')",tài chính ngân hàng,"(1.0, 'tài chính ngân hàng')"
7701,Đại học Khoa Học Tự Nhiên TP. Hồ Chí Minh,Quản lý môi trường,đại học khoa học tự nhiên tp. hcm,"(1.0, 'đại học khoa học tự nhiên tp hcm')",quản lý môi trường,"(0.52, 'quản lý tài nguyên và môi trường')"
7702,Đại Học Điện Lực,Điện - Tự Động Hóa,đại học điện lực,"(1.0, 'đại học điện lực')",điện tự động hóa,"(0.5555555555555556, 'điện tự động công nghiệp')"
7703,truong dai hoc khoa hoc tu nhien tp hcm,khoa hoc.moi truong,truong đại học khoa hoc tu nhien tp hcm,"(0.5454545454545454, 'đại học khoa học tự nhiên tp hcm')",khoa hoc moi truong,"(0.38095238095238093, 'khoa học môi trường')"
7704,ĐH TÔN ĐỨC THẮNG,cấp thoát nước ,đại học tôn đức thắng,"(1.0, 'đại học tôn đức thắng')",cấp thoát nước,"(0.6470588235294118, 'kỹ thuật cấp thoát nước')"
7705,Đại học Tôn Đúc Thắng,Công nghệ thông tin,đại học tôn đúc thắng,"(0.7647058823529411, 'đại học tôn đức thắng')",công nghệ thông tin,"(1.0, 'công nghệ thông tin')"
7706,trung học cơ sở yên thịnh,trung học,trung học cơ sở yên thịnh,"(0.5789473684210527, 'trung học cơ sở')",trung học,"(0.5, 'trung quốc học')"
7707,Đại học Khoa học Tự nhiên TPHCM,Quản lý môi trường,đại học khoa học tự nhiên tphcm,"(1.0, 'đại học khoa học tự nhiên tp hcm')",quản lý môi trường,"(0.52, 'quản lý tài nguyên và môi trường')"
7708,trường thủ dầu một,quản lý công nghiệp,thủ dầu một,"(0.5714285714285714, 'đại học thủ dầu một')",quản lý công nghiệp,"(1.0, 'quản lý công nghiệp')"
7709,hutech,quản trị nhân sự,hutech,"(1.0, 'đại học công nghệ tp hcm')",quản trị nhân sự,"(0.6666666666666666, 'quản trị nhân lực')"
7710,cao đẳng cntt tp hcm,thương mại điện tử,cao đẳng cntt tp hcm,"(0.5555555555555556, 'cao đẳng nghề tp hcm')",thương mại điện tử,"(1.0, 'thương mại điện tử')"
7711,cao đẳng Đại Việt Sài Gòn,Dược học,cao đẳng đại việt sài gòn,"(1.0, 'cao đẳng đại việt sài gòn')",dược học,"(1.0, 'dược học')"
