,school,major,example_school,data_school,example_major,data_major
7893,đại học kinh tế kĩ thuật công nghiệp ,quản trị kinh doanh,dai hoc y duoc hcm,dai hoc kinh te ky thuat cong nghiep,ky thuat xet nghiem y hoc,quan tri kinh doanh
7894,trường trung cấp kỹ thuật miền trung,lái xe,cao dang cong thuong hcm,CannotFound,cong nghe thuc pham,lai xe
7895,Đại học Sài Gòn,Giáo Dục Mầm Non,dai hoc su pham hcm,dai hoc sai gon,su pham ngu van,giao duc mam non
7896,cao đẳng phát thanh truyền hình 1,kế toán,dai hoc thai nguyen,cao dang phat thanh truyen hinh 2,trung quoc hoc,ke toan
7897,đại học sư phạm hà nội,sư phạm vật lí,cao dang ky thuat cao thang,dai hoc su pham ha noi,ky thuat co khi dong luc,su pham vat ly
7898,Trường cao đẳng Việt Mỹ,Quản trị kinh doanh,dai hoc kinh te ky thuat cong nghiep,cao dang viet my,ke toan,quan tri kinh doanh
7899,cao đẳng nghề thành phố hồ chí minh,công nghệ thực phẩm,dai hoc nha trang,cao dang nghe hcm,dong nam a hoc,cong nghe thuc pham
7900,Đại học Công nghiệp TP HCM,Điện tử Truyền thông,dai hoc su pham ky thuat hcm,dai hoc cong nghiep hcm,cong nghe che tao may,bieu dien nhac cu truyen thong
7901,cao đẳng công nghiệp tuy hòa,điện điện tử,dai hoc kinh te quoc dan,cao dang cong nghiep thuc pham,he thong thong tin quan ly,dien dien tu
7902,JLPT N3,Tiếng Nhật,dai hoc da nang,CannotFound,toan hoc,su pham tieng nhat
7903,Đại học Mỹ Thuật Công Nghiệp Hà Nội,Thiết kế Đồ hoạ,cao dang kinh te ky thuat thu duc,dai hoc my thuat cong nghiep,quan tri dich vu du lich lu hanh,thiet ke do hoa
7904,TCY Bạch Mai,Điều dưỡng,cao dang kinh te ky thuat thu duc,CannotFound,quan tri kinh doanh,dieu duong
7905,cao đẳng y tế khánh hòa,y sĩ,cao dang giao thong van tai hcm,cao dang y te khanh hoa,ky thuat xay dung cong trinh giao thong,y si
7906,Trường cao đẳng thủy sản,kế toán,cao dang xay dung so 1,cao dang thuy san,xay dung dan dung cong nghiep,ke toan
7907,Đại học Công Nghiệp TP HCM,Quản trị Kinh Doanh Quốc Tế,dai hoc nong lam bac giang,dai hoc cong nghiep hcm,quan ly dat dai,quan tri kinh doanh
7908,đại học kinh tế,kinh doanh quốc tế,dai hoc su pham ky thuat hcm,dai hoc kinh te hcm,cong nghe thuc pham,kinh doanh quoc te
7909,Trường Đại Học Công Nghệ Tp.HCM,Kế toán,dai hoc nguyen tat thanh,dai hoc cong nghe hcm,duoc hoc,ke toan
7910,trung tâm gdtx quận 6,công tác xã hội,cao dang kinh te ky thuat quang nam,CannotFound,dieu duong,cong tac xa hoi
7911,Đại học công nghiệp dệt may hà nội,công nghệ may,cao dang cong nghe bac ha,dai hoc cong nghiep det may ha noi,ke toan,cong nghe det may
7912,Đại học xây dựng,Công nghệ thông tin,dai hoc ballarat,dai hoc xay dung ha noi,ngon ngu hoc,cong nghe thong tin
7913,Đại học Kinh tế Quốc dân,Kinh tế Nông Nghiệp,dai hoc giao thong van tai co so 2,dai hoc kinh te quoc dan,truyen thong da phuong tien,kinh te nong nghiep
7914,CĐ Kinh Tế Công Nghệ Tp.hcm,Kế Toán,trung cap,cao dang kinh te cong nghe hcm,duoc hoc,ke toan
7915,đại học y dược tphcm,ktv xét nghiệm,dai hoc quoc gia hcm,dai hoc y duoc hcm,thi hanh an hinh su ho tro tu phap,ktv xet nghiem
7916,trường  cao đẳng công thương,công nghệ thực  phẩm,dai hoc van hoa hcm,cao dang cong thuong hcm,du lich,cong nghe thuc pham
7917,Đại học sư phạm,Ngữ Văn,trung hoc pho thong,dai hoc su pham hcm,thanh nhac,su pham ngu van
7918,Trần khai Nguyên,trung học,dai hoc thanh do,CannotFound,trung tam,trung quoc hoc
7919,cao thắng,cơ khí động lực,cao dang kinh te doi ngoai,cao dang ky thuat cao thang,quan tri kinh doanh,ky thuat co khi dong luc
7920,Buôn Bán,Chuyên ngành,dai hoc cong nghiep ha noi,CannotFound,quan tri kinh doanh,chuyen nganh
7921,Đại học Y,Chuyên ngành,trung hoc co so,dai hoc y,triet hoc,chuyen nganh
7922,Đại học kinh tế kĩ thuật công nghiệp,kế toán,trung tam,dai hoc kinh te ky thuat cong nghiep,pho thong,ke toan
7923,ĐHCN Hà Nội,Động lực,dai hoc su pham dai hoc da nang,dai hoc cong nghiep ha noi,bao chi,dong luc
7924,Đại học Sư Phạm Kĩ Thuật Tp.hcm,Chuyên ngành công nghệ chế tạo máy,dai hoc duy tan,dai hoc su pham ky thuat hcm,van hoa du lich,cong nghe che tao may
7925,Đại học Kinh tế Quốc dân,Hệ thống quản lý thông tin,dai hoc tai nguyen moi hcm,dai hoc kinh te quoc dan,quan tri kinh doanh,he thong thong tin
7926,Trường Cao Đẳng Y Dược Hồng Đức,Chuyên ngành,cao dang kinh te ky thuat thu duc,cao dang y duoc hong duc,quan ly xay dung,chuyen nganh
7927,Trung tâm phát triển phần mềm thuộc đại học đà nẵng ,kế toán tin học,hoc vien ky thuat quan su,trung tam phat trien phan mem thuoc dai hoc da nang,dien tu dong cong nghiep,toan tin
7928,Kent college ,Nghiệp vụ bán vé du lịch lữ hành ,trung cap,CannotFound,duoc hoc,nghiep vu ban ve du lich lu hanh
7929,TRƯỜNG THPT SỐ 1 PHÙ MỸ,Chuyên ngành,cao dang kinh te ky thuat trung uong,trung hoc pho thong so 1 phu my,quan tri kinh doanh,chuyen nganh
7930,cao dang cong nge thu duc,quan tri kinh doanh,cao dang nghe ky thuat my nghe viet nam,cao dang cong nghe thu duc,quan tri kinh doanh,quan tri kinh doanh
7931,Đang học yêu đương,Chuyên ngành,dai hoc ngan hang hcm,CannotFound,tai chinh ngan hang,chuyen nganh
7932,Trường CĐ GTVT TP.HCM,Kỹ thuật xây dựng công trình giao thông,dai hoc can tho,cao dang giao thong van tai hcm,quan tri mang may tinh,ky thuat xay dung cong trinh giao thong
7933,Thpt Thu Xà-Tư Nghĩa-Quảng Ngãi,Chuyên ngành,dai hoc cong nghe hcm,trung hoc pho thong thu xa tu nghia quang ngai,quan tri dich vu du lich lu hanh,chuyen nganh
7934,cao đẳng xây dựng,Chuyên ngành xây dựng dân dụng,dai hoc khoa hoc xa hoi nhan van ha noi,cao dang xay dung hcm,xa hoi hoc,chuyen nganh
7935,Trường Đại học Nông - Lâm Bắc Giang,Quản lý đất đai,dai hoc anh quoc,dai hoc nong lam bac giang,tam ly hoc,quan ly dat dai
7936,Cao Dang Cong Dong Soc Trang,Chuyên ngành,dai hoc bach khoa dai hoc da nang,cao dang cong dong soc trang,xay dung dan dung cong nghiep,chuyen nganh
7937,NTTU - Đại học Nguyễn Tất Thành,Chuyên ngành,dai hoc ngoai thuong,dai hoc nguyen tat thanh,kinh te doi ngoai,chuyen nganh
7938,Trường Đại học Sư Phạm Kĩ Thuật Thành Phố Hồ Chí Minh,Công nghệ thực phẩm,dai hoc thanh tay,dai hoc su pham ky thuat hcm,pho thong,cong nghe thuc pham
7939,NTTU - Đại học Nguyễn Tất Thành,Dược học,dai hoc khoa hoc tu nhien ha noi,dai hoc nguyen tat thanh,ky thuat dia chat,duoc hoc
7940,THPT LÊ LỢI,Chuyên ngành,cao dang van hoa nghe thuat da nang,trung hoc pho thong le loi,van hoa du lich,chuyen nganh
7941,Trường cao đẳng nghề sô´ 22-BQP,Chuyên ngành,dai hoc ngoai ngu dai hoc da nang,cao dang nghe so 22 bo quoc phong,su pham tieng anh,chuyen nganh
7942,Lạc Hồng University,Chuyên ngành,cao dang nghe cong nghiep thanh hoa,lac hong university,pho thong,chuyen nganh
7943,Cao đẳng kinh tế - kỹ thuật miền Nam,Điều dưỡng,dai hoc thuong mai,cao dang kinh te ky thuat dien bien,kinh doanh quoc te,dieu duong
7944,cao đăng công nghệ bắc hà,kế toán,dai hoc ton duc thang,cao dang cong nghe bac ha,cong nghe sinh hoc,ke toan
7945,Đại Học Bôn Ba,Lao dong tu do,dai hoc ton duc thang,dai hoc bon ba,quan ly benh vien,lao dong tu do
7946,University of Transport and Communications,Vận tải đa phương thức k55,cao dang nghe long an,dai hoc giao thong van tai,go han,van tai da phuong thuc k55
7947,trung cấp y tế nam định,dược,dai hoc kien truc ha noi,CannotFound,kinh te xay dung,hoa duoc
7948,xhjxkxkx,fjdjdk,dai hoc mo hcm,CannotFound,viet nam hoc,fjdjdk
7949,Đại học Văn hóa TP. HCM,Du lịch,dai hoc cong nghiep viet hung,dai hoc van hoa hcm,tai chinh ngan hang,du lich
7950,thpt nguyen huu tho,muc in bao bi,dai hoc tai chinh marketing,trung hoc pho thong nguyen huu tho,xuat nhap khau,muc in bao bi
7951,Học Viện Nông Nghiệp Việt Nam,Chuyên ngành,cao dang xay dung so 1,hoc vien nong nghiep viet nam,xay dung dan dung cong nghiep,chuyen nganh
7952,thanh da,khu trung,cao dang nghe van lang ha noi,CannotFound,khoa hoc che bien mon an,khu trung
7953,THPT Viên An,Chuyên ngành,cao dang nghe tay ninh,trung hoc pho thong vien an,su pham ngu van,chuyen nganh
7954,CD Kinh tế Đối ngoại,Ngành Quản trị KD,dai hoc nong lam hcm,cao dang kinh te doi ngoai,kinh te,nganh quan tri kd
7955,Đại Học Công Nghiệp Hà Nội (HaUI),QTKD,dai hoc bach khoa ha noi,dai hoc cong nghiep ha noi,cong nghe vat lieu,qtkd
7956,thcs phan van tri,co so,dai hoc quoc gia ha noi,trung hoc co so phan van tri,luat,co so
7957,trung tâm giáo dục thường xuyên quận bình tân,trung học phổ thông,dai hoc kinh te quoc dan,CannotFound,kinh te,trung hoc pho thong
7958,Đại học Sư Phạm Đà Nẵng,Báo chí,dai hoc ngoai thuong,dai hoc su pham da nang,quan tri kinh doanh,bao chi
7959,Đại học Duy Tân,Văn hoá du lịch,cao dang xay dung so 1,dai hoc duy tan,ke toan doanh nghiep,van hoa du lich
7960,Đại Học Tài Nguyên và Môi Trường TPHCM,quản trị kinh doanh bất động sản,cao dang kinh te ky thuat trung uong,dai hoc tai nguyen moi truong hcm,ke toan,quan tri kinh doanh
7961,đạj học buôn ba.gặp ma thj̀ chạy..!,Chuyên ngành,dai hoc tai chinh quan tri kinh doanh,CannotFound,quan tri kinh doanh,chuyen nganh
7962,Cao Đẳng kinh tế kỹ thuật Thái Nguyên,Quản lý xây dựng,dai hoc cong nghiep hcm,cao dang kinh te ky thuat thai nguyen,tai chinh ngan hang,quan ly xay dung
7963,CD GTVT III,Chuyên ngành,dai hoc ngoai thuong,cao dang giao thong van tai hcm,quan tri kinh doanh quoc te,chuyen nganh
7964,Truong Cd Cong Nghe Thu Duc,Chuyên ngành,dai hoc su pham ha noi 2,cao dang cong nghe thu duc,hoa hoc,chuyen nganh
7965,Học Viện Kỹ Thuật Quân Sự (MTA),Điên tử - Tự động hóa,dai hoc quoc gia hcm,hoc vien ky thuat quan su,ho tro giao duc nguoi khuyet tat,dien tu tu dong hoa
7966,Dong Nai College of Decorative Arts,Chuyên ngành,cao dang cong nghiep hue,cao dang my thuat trang tri dong nai,nong hoc,chuyen nganh
7967,Dai hoc cong ty,Chuyên ngành,dai hoc mo hcm,dai hoc cong ty,tai chinh ngan hang,chuyen nganh
7968,trường trung cấp y tế sóc trăng,dược sĩ,cao dang nghe ky thuat nghiep vu ha noi,CannotFound,dien cong nghiep,duoc si
7969,Trung cấp kinh tế kỹ thuật Tây Nam Á,Quản trị kinh doanh,dai hoc y duoc hcm,CannotFound,phuc hoi chuc nang,quan tri kinh doanh
7970,Trường trung cấp nghề kỹ thuật Tây Nam Á,Quản trị kinh doanh,dai hoc y te cong cong,CannotFound,chi huy tham muu dac cong,quan tri kinh doanh
7971,Banking University HCMC,Banking and Finance,dai hoc thai binh,dai hoc ngan hang hcm,thanh nhac,banking and finance
7972,ĐH Cần Thơ,Mạng máy tính & TT,cao dang cong nghiep thuc pham,dai hoc can tho,ke toan doanh nghiep,mang may tinh truyen thong du lieu
7973,Hutech,Quản trị dịch vụ du lịch và lữ hành,cao dang giao thong van tai hcm,CannotFound,ke toan,quan tri dich vu du lich lu hanh
7974,Đại học Khoa Học Xã Hội và Nhân Văn,Xã Hội Học,dai hoc thanh dong,dai hoc khoa hoc xa hoi nhan van dai hoc quoc gia ha noi,ngon ngu h mong,xa hoi hoc
7975,"Đại học Cambridge, Anh Quốc",Tâm thần học,dai hoc kinh te dai hoc da nang,dai hoc cambridge anh quoc,tai chinh ngan hang,tam than hoc
7976,Đại Học Buôn Ba Kiếm Tiền BỏTúi,Chuyên ngành,dai hoc lao dong xa hoi,dai hoc buon ba kiem tien botui,ke toan,chuyen nganh
7977,ღღ ヅKhi tình yêu hết hạn - Sự khốn nạn lên ngôiヅღღ,Chuyên ngành,hoc vien bao chi tuyen truyen,CannotFound,an ninh mang,chuyen nganh
7978,"Loading_ ▂ ▃ ▅ ▆ █ 99.9%Chém gío có đào tạo,nói xạo có chuyên môn,lừa tình có đẳng cấp....",Chuyên ngành,dai hoc pham van dong,CannotFound,ky thuat dien,chuyen nganh
7979,Học viện đào tạo sát thủ săn tình để rồi giờ đây trái tim tan nát nằm trong thân xác vẹn toàn,Chuyên ngành,trung hoc pho thong,CannotFound,pho thong,chuyen nganh
7980,<fg=b0ff0000>lớp đào tạo sát thủ <fg=ffe800ff>tiên học lắc~hậu học bay<b><bg=ffff0000> <fg=b00ff000>đập,Chuyên ngành,cao dang nghe so 13 bo quoc phong,CannotFound,dien cong nghiep,chuyen nganh
7981,Trường đại học bách khoa đà nẵng,Xây dựng dân dụng và công nghiệp,dai hoc y ha noi,dai hoc bach khoa da nang,quoc te hoc,xay dung dan dung cong nghiep
7982,Đại học Ngoại thương,Kinh tế Đối Ngoại,cao dang nghe giao thong van tai trung uong 2,dai hoc ngoai thuong,su pham tieng cham,kinh te
7983,Dai hoc KHTN TPHCM,Chuyên ngành,dai hoc sai gon,dai hoc khtn hcm,marketing,chuyen nganh
7984,Học viện Tài Chính (Academy Of Finance),Chuyên ngành,dai hoc tra vinh,hoc vien tai chinh,du lich,chuyen nganh
7985,FPT Polytechnic,Chuyên ngành,dai hoc kien truc hcm,CannotFound,thiet ke cong nghiep,chuyen nganh
7986,lê thánh tôn,trung học phổ thông,trung hoc co so,CannotFound,y da khoa,trung hoc pho thong
7987,Hus,Chuyen Địa chính,hoc vien quan ly giao duc,CannotFound,nau an,chuyen dia chinh
7988,trường trung học văn hoá nghệ thuật đà nẵng,văn hoá du lịch,trung hoc pho thong,trung hoc van hoa nghe thuat da nang,thong ke,van hoa du lich
7989,THPT Lục Ngạn số 1,Chuyên ngành,dai hoc sai gon,trung hoc pho thong luc ngan so 1,khoa hoc che bien mon an,chuyen nganh
7990,Trường Đại Học Ngoại Ngữ Đại Học Đà Nẵng,Cử Nhân Tiếng Anh,trung cap,dai hoc ngoai ngu da nang,vat ly hoc,cu nhan tieng anh
7991,Tpth ban công đống đa,phổ thông,trung cap,CannotFound,dien cong nghiep,pho thong
7992,Đại học Bách Khoa TP.HCM,Chuyên ngành,dai hoc cong nghe hcm,dai hoc bach khoa hcm,kinh te xay dung,chuyen nganh
7993,Đại hoc Thương Mại,Kinh tế va kinh doanh quốc tế,dai hoc y pham ngoc thach,dai hoc thuong mai,y da khoa,kinh doanh quoc te
